Model,DPO2012,,,,,,
Firmware Version,1.39,,,,,,
,,,,,,,
Point Format,Y,,,,,,
Horizontal Units,S,,,,,,
Horizontal Scale,4,,,,,,
Sample Interval,0.00768049,,,,,,
Filter Frequency,14,,,,,,
Record Length,5200,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,,,
Probe Attenuation,1,,1,,,,
Vertical Units,V,,V,,,,
Vertical Offset,0,,0,,,,
Vertical Scale,0.1,,5,,,,
Label,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,,
1.08E+01,-0.392,-0.384,-19,-18.8,,1.08E+01,-0.392
1.08E+01,-0.392,-0.4,-19,-19.2,,1.08E+01,-0.392
1.08E+01,-0.392,-0.384,-19,-18.8,,1.08E+01,-0.392
1.08E+01,-0.392,-0.4,-19,-19.2,,1.08E+01,-0.392
1.08E+01,-0.392,-0.384,-19,-18.8,,1.08E+01,-0.392
1.08E+01,-0.392,-0.4,-19,-19.2,,1.08E+01,-0.392
1.09E+01,-0.392,-0.384,-19,-18.8,,1.09E+01,-0.392
1.09E+01,-0.392,-0.4,-19,-19.2,,1.09E+01,-0.392
1.09E+01,-0.392,-0.38,-19,-18.8,,1.09E+01,-0.392
1.09E+01,-0.392,-0.408,-19,-19.2,,1.09E+01,-0.392
1.09E+01,-0.392,-0.388,-19,-18.8,,1.09E+01,-0.392
1.09E+01,-0.392,-0.4,-19,-19.2,,1.09E+01,-0.392
1.09E+01,-0.392,-0.384,-19,-18.8,,1.09E+01,-0.392
1.09E+01,-0.396,-0.404,-19,-19.2,,1.09E+01,-0.396
1.09E+01,-0.396,-0.388,-19.2,-18.8,,1.09E+01,-0.396
1.09E+01,-0.396,-0.404,-19.2,-19.2,,1.09E+01,-0.396
1.09E+01,-0.396,-0.388,-19.2,-19,,1.09E+01,-0.396
1.09E+01,-0.396,-0.404,-19.2,-19.2,,1.09E+01,-0.396
1.09E+01,-0.396,-0.388,-19.2,-18.8,,1.09E+01,-0.396
1.10E+01,-0.396,-0.404,-19.2,-19.2,,1.10E+01,-0.396
1.10E+01,-0.396,-0.388,-19.2,-19,,1.10E+01,-0.396
1.10E+01,-0.396,-0.404,-19.2,-19.2,,1.10E+01,-0.396
1.10E+01,-0.396,-0.392,-19.2,-19,,1.10E+01,-0.396
1.10E+01,-0.396,-0.404,-19.2,-19.4,,1.10E+01,-0.396
1.10E+01,-0.396,-0.392,-19.2,-19,,1.10E+01,-0.396
1.10E+01,-0.396,-0.404,-19.2,-19.4,,1.10E+01,-0.396
1.10E+01,-0.396,-0.392,-19.2,-19,,1.10E+01,-0.396
1.10E+01,-0.4,-0.408,-19.2,-19.4,,1.10E+01,-0.4
1.10E+01,-0.4,-0.388,-19.2,-19,,1.10E+01,-0.4
1.10E+01,-0.4,-0.412,-19.2,-19.4,,1.10E+01,-0.4
1.10E+01,-0.4,-0.388,-19.2,-19,,1.10E+01,-0.4
1.10E+01,-0.4,-0.408,-19.2,-19.4,,1.10E+01,-0.4
1.11E+01,-0.4,-0.392,-19.2,-19,,1.11E+01,-0.4
1.11E+01,-0.4,-0.408,-19.2,-19.4,,1.11E+01,-0.4
1.11E+01,-0.4,-0.388,-19.2,-19,,1.11E+01,-0.4
1.11E+01,-0.4,-0.412,-19.2,-19.4,,1.11E+01,-0.4
1.11E+01,-0.4,-0.392,-19.2,-19,,1.11E+01,-0.4
1.11E+01,-0.4,-0.408,-19.2,-19.4,,1.11E+01,-0.4
1.11E+01,-0.4,-0.392,-19.2,-19,,1.11E+01,-0.4
1.11E+01,-0.4,-0.408,-19.2,-19.4,,1.11E+01,-0.4
1.11E+01,-0.4,-0.396,-19.2,-19,,1.11E+01,-0.4
1.11E+01,-0.4,-0.412,-19.2,-19.4,,1.11E+01,-0.4
1.11E+01,-0.4,-0.396,-19.2,-19,,1.11E+01,-0.4
1.11E+01,-0.4,-0.408,-19.2,-19.4,,1.11E+01,-0.4
1.11E+01,-0.4,-0.392,-19.2,-19,,1.11E+01,-0.4
1.12E+01,-0.404,-0.412,-19.2,-19.4,,1.12E+01,-0.404
1.12E+01,-0.404,-0.392,-19.2,-19,,1.12E+01,-0.404
1.12E+01,-0.404,-0.408,-19.2,-19.4,,1.12E+01,-0.404
1.12E+01,-0.404,-0.396,-19.2,-19,,1.12E+01,-0.404
1.12E+01,-0.404,-0.412,-19.2,-19.4,,1.12E+01,-0.404
1.12E+01,-0.404,-0.392,-19.2,-19,,1.12E+01,-0.404
1.12E+01,-0.404,-0.412,-19.2,-19.4,,1.12E+01,-0.404
1.12E+01,-0.404,-0.396,-19.2,-19,,1.12E+01,-0.404
1.12E+01,-0.404,-0.412,-19.2,-19.4,,1.12E+01,-0.404
1.12E+01,-0.404,-0.392,-19.2,-19,,1.12E+01,-0.404
1.12E+01,-0.404,-0.412,-19.2,-19.4,,1.12E+01,-0.404
1.12E+01,-0.404,-0.396,-19.2,-19,,1.12E+01,-0.404
1.12E+01,-0.404,-0.412,-19.2,-19.4,,1.12E+01,-0.404
1.13E+01,-0.404,-0.396,-19.2,-19,,1.13E+01,-0.404
1.13E+01,-0.404,-0.412,-19.2,-19.4,,1.13E+01,-0.404
1.13E+01,-0.404,-0.396,-19.2,-19,,1.13E+01,-0.404
1.13E+01,-0.404,-0.412,-19.2,-19.4,,1.13E+01,-0.404
1.13E+01,-0.404,-0.396,-19.2,-19,,1.13E+01,-0.404
1.13E+01,-0.404,-0.412,-19.2,-19.4,,1.13E+01,-0.404
1.13E+01,-0.404,-0.396,-19.2,-19.2,,1.13E+01,-0.404
1.13E+01,-0.404,-0.412,-19.2,-19.4,,1.13E+01,-0.404
1.13E+01,-0.404,-0.396,-19.2,-19.2,,1.13E+01,-0.404
1.13E+01,-0.404,-0.412,-19.2,-19.4,,1.13E+01,-0.404
1.13E+01,-0.404,-0.392,-19.4,-19.2,,1.13E+01,-0.404
1.13E+01,-0.404,-0.412,-19.4,-19.4,,1.13E+01,-0.404
1.13E+01,-0.404,-0.392,-19.4,-19.2,,1.13E+01,-0.404
1.14E+01,-0.404,-0.412,-19.4,-19.6,,1.14E+01,-0.404
1.14E+01,-0.404,-0.392,-19.4,-19.2,,1.14E+01,-0.404
1.14E+01,-0.404,-0.412,-19.4,-19.6,,1.14E+01,-0.404
1.14E+01,-0.404,-0.392,-19.4,-19.2,,1.14E+01,-0.404
1.14E+01,-0.404,-0.412,-19.4,-19.6,,1.14E+01,-0.404
1.14E+01,-0.404,-0.392,-19.4,-19.2,,1.14E+01,-0.404
1.14E+01,-0.404,-0.412,-19.4,-19.6,,1.14E+01,-0.404
1.14E+01,-0.4,-0.396,-19.4,-19.2,,1.14E+01,-0.4
1.14E+01,-0.4,-0.408,-19.4,-19.6,,1.14E+01,-0.4
1.14E+01,-0.4,-0.392,-19.4,-19.2,,1.14E+01,-0.4
1.14E+01,-0.4,-0.408,-19.4,-19.6,,1.14E+01,-0.4
1.14E+01,-0.4,-0.396,-19.4,-19.2,,1.14E+01,-0.4
1.14E+01,-0.4,-0.408,-19.4,-19.6,,1.14E+01,-0.4
1.15E+01,-0.4,-0.392,-19.4,-19.2,,1.15E+01,-0.4
1.15E+01,-0.4,-0.408,-19.4,-19.6,,1.15E+01,-0.4
1.15E+01,-0.4,-0.392,-19.4,-19.2,,1.15E+01,-0.4
1.15E+01,-0.4,-0.408,-19.4,-19.6,,1.15E+01,-0.4
1.15E+01,-0.4,-0.392,-19.4,-19.2,,1.15E+01,-0.4
1.15E+01,-0.4,-0.408,-19.4,-19.6,,1.15E+01,-0.4
1.15E+01,-0.4,-0.388,-19.4,-19.2,,1.15E+01,-0.4
1.15E+01,-0.4,-0.412,-19.4,-19.6,,1.15E+01,-0.4
1.15E+01,-0.4,-0.392,-19.4,-19.2,,1.15E+01,-0.4
1.15E+01,-0.4,-0.412,-19.4,-19.6,,1.15E+01,-0.4
1.15E+01,-0.4,-0.388,-19.4,-19.2,,1.15E+01,-0.4
1.15E+01,-0.4,-0.408,-19.4,-19.6,,1.15E+01,-0.4
1.15E+01,-0.4,-0.392,-19.4,-19.2,,1.15E+01,-0.4
1.16E+01,-0.4,-0.408,-19.4,-19.6,,1.16E+01,-0.4
1.16E+01,-0.4,-0.392,-19.4,-19.2,,1.16E+01,-0.4
1.16E+01,-0.396,-0.404,-19.4,-19.6,,1.16E+01,-0.396
1.16E+01,-0.396,-0.392,-19.4,-19.2,,1.16E+01,-0.396
1.16E+01,-0.396,-0.408,-19.4,-19.6,,1.16E+01,-0.396
1.16E+01,-0.396,-0.392,-19.4,-19.2,,1.16E+01,-0.396
1.16E+01,-0.396,-0.404,-19.4,-19.6,,1.16E+01,-0.396
1.16E+01,-0.396,-0.392,-19.4,-19.2,,1.16E+01,-0.396
1.16E+01,-0.396,-0.404,-19.4,-19.6,,1.16E+01,-0.396
1.16E+01,-0.396,-0.388,-19.4,-19.2,,1.16E+01,-0.396
1.16E+01,-0.396,-0.404,-19.4,-19.6,,1.16E+01,-0.396
1.16E+01,-0.396,-0.388,-19.4,-19.2,,1.16E+01,-0.396
1.16E+01,-0.396,-0.404,-19.4,-19.6,,1.16E+01,-0.396
1.17E+01,-0.396,-0.388,-19.4,-19.2,,1.17E+01,-0.396
1.17E+01,-0.396,-0.404,-19.4,-19.6,,1.17E+01,-0.396
1.17E+01,-0.396,-0.384,-19.4,-19.2,,1.17E+01,-0.396
1.17E+01,-0.396,-0.404,-19.4,-19.6,,1.17E+01,-0.396
1.17E+01,-0.396,-0.388,-19.4,-19.2,,1.17E+01,-0.396
1.17E+01,-0.396,-0.404,-19.6,-19.6,,1.17E+01,-0.396
1.17E+01,-0.396,-0.384,-19.6,-19.2,,1.17E+01,-0.396
1.17E+01,-0.396,-0.404,-19.6,-19.6,,1.17E+01,-0.396
1.17E+01,-0.392,-0.388,-19.6,-19.2,,1.17E+01,-0.392
1.17E+01,-0.392,-0.404,-19.6,-19.6,,1.17E+01,-0.392
1.17E+01,-0.392,-0.388,-19.6,-19.4,,1.17E+01,-0.392
1.17E+01,-0.392,-0.4,-19.6,-19.6,,1.17E+01,-0.392
1.17E+01,-0.392,-0.384,-19.6,-19.4,,1.17E+01,-0.392
1.18E+01,-0.392,-0.4,-19.6,-19.8,,1.18E+01,-0.392
1.18E+01,-0.392,-0.388,-19.6,-19.4,,1.18E+01,-0.392
1.18E+01,-0.392,-0.4,-19.6,-19.8,,1.18E+01,-0.392
1.18E+01,-0.392,-0.388,-19.6,-19.4,,1.18E+01,-0.392
1.18E+01,-0.392,-0.4,-19.6,-19.8,,1.18E+01,-0.392
1.18E+01,-0.392,-0.384,-19.6,-19.4,,1.18E+01,-0.392
1.18E+01,-0.392,-0.4,-19.6,-19.8,,1.18E+01,-0.392
1.18E+01,-0.392,-0.384,-19.6,-19.4,,1.18E+01,-0.392
1.18E+01,-0.392,-0.4,-19.6,-19.8,,1.18E+01,-0.392
1.18E+01,-0.392,-0.38,-19.6,-19.4,,1.18E+01,-0.392
1.18E+01,-0.392,-0.404,-19.6,-19.8,,1.18E+01,-0.392
1.18E+01,-0.392,-0.384,-19.6,-19.4,,1.18E+01,-0.392
1.18E+01,-0.392,-0.4,-19.6,-19.8,,1.18E+01,-0.392
1.19E+01,-0.392,-0.38,-19.6,-19.4,,1.19E+01,-0.392
1.19E+01,-0.392,-0.4,-19.6,-19.8,,1.19E+01,-0.392
1.19E+01,-0.392,-0.38,-19.6,-19.4,,1.19E+01,-0.392
1.19E+01,-0.392,-0.4,-19.6,-19.8,,1.19E+01,-0.392
1.19E+01,-0.392,-0.384,-19.6,-19.4,,1.19E+01,-0.392
1.19E+01,-0.392,-0.396,-19.6,-19.8,,1.19E+01,-0.392
1.19E+01,-0.392,-0.384,-19.6,-19.4,,1.19E+01,-0.392
1.19E+01,-0.392,-0.4,-19.6,-19.8,,1.19E+01,-0.392
1.19E+01,-0.392,-0.384,-19.6,-19.4,,1.19E+01,-0.392
1.19E+01,-0.392,-0.4,-19.6,-19.8,,1.19E+01,-0.392
1.19E+01,-0.392,-0.384,-19.6,-19.4,,1.19E+01,-0.392
1.19E+01,-0.392,-0.4,-19.6,-19.8,,1.19E+01,-0.392
1.19E+01,-0.392,-0.384,-19.6,-19.4,,1.19E+01,-0.392
1.20E+01,-0.392,-0.4,-19.6,-19.8,,1.20E+01,-0.392
1.20E+01,-0.392,-0.384,-19.6,-19.4,,1.20E+01,-0.392
1.20E+01,-0.392,-0.4,-19.6,-19.8,,1.20E+01,-0.392
1.20E+01,-0.392,-0.384,-19.6,-19.4,,1.20E+01,-0.392
1.20E+01,-0.392,-0.396,-19.6,-19.8,,1.20E+01,-0.392
1.20E+01,-0.392,-0.38,-19.6,-19.4,,1.20E+01,-0.392
1.20E+01,-0.392,-0.4,-19.6,-19.8,,1.20E+01,-0.392
1.20E+01,-0.392,-0.384,-19.6,-19.4,,1.20E+01,-0.392
1.20E+01,-0.392,-0.4,-19.6,-19.8,,1.20E+01,-0.392
1.20E+01,-0.392,-0.38,-19.6,-19.4,,1.20E+01,-0.392
1.20E+01,-0.392,-0.4,-19.6,-19.8,,1.20E+01,-0.392
1.20E+01,-0.392,-0.384,-19.6,-19.4,,1.20E+01,-0.392
1.20E+01,-0.392,-0.4,-19.6,-19.8,,1.20E+01,-0.392
1.21E+01,-0.392,-0.384,-19.6,-19.6,,1.21E+01,-0.392
1.21E+01,-0.392,-0.4,-19.6,-19.8,,1.21E+01,-0.392
1.21E+01,-0.392,-0.384,-19.6,-19.6,,1.21E+01,-0.392
1.21E+01,-0.392,-0.4,-19.6,-19.8,,1.21E+01,-0.392
1.21E+01,-0.392,-0.384,-19.6,-19.6,,1.21E+01,-0.392
1.21E+01,-0.392,-0.4,-19.6,-20,,1.21E+01,-0.392
1.21E+01,-0.392,-0.384,-19.6,-19.6,,1.21E+01,-0.392
1.21E+01,-0.392,-0.4,-19.6,-19.8,,1.21E+01,-0.392
1.21E+01,-0.392,-0.384,-19.6,-19.6,,1.21E+01,-0.392
1.21E+01,-0.392,-0.4,-19.8,-20,,1.21E+01,-0.392
1.21E+01,-0.392,-0.38,-19.8,-19.6,,1.21E+01,-0.392
1.21E+01,-0.392,-0.4,-19.8,-20,,1.21E+01,-0.392
1.21E+01,-0.392,-0.38,-19.8,-19.6,,1.21E+01,-0.392
1.22E+01,-0.392,-0.404,-19.8,-20,,1.22E+01,-0.392
1.22E+01,-0.392,-0.384,-19.8,-19.6,,1.22E+01,-0.392
1.22E+01,-0.392,-0.408,-19.8,-20,,1.22E+01,-0.392
1.22E+01,-0.392,-0.384,-19.8,-19.6,,1.22E+01,-0.392
1.22E+01,-0.392,-0.4,-19.8,-20,,1.22E+01,-0.392
1.22E+01,-0.392,-0.384,-19.8,-19.6,,1.22E+01,-0.392
1.22E+01,-0.392,-0.4,-19.8,-20,,1.22E+01,-0.392
1.22E+01,-0.392,-0.388,-19.8,-19.6,,1.22E+01,-0.392
1.22E+01,-0.392,-0.4,-19.8,-20,,1.22E+01,-0.392
1.22E+01,-0.392,-0.388,-19.8,-19.6,,1.22E+01,-0.392
1.22E+01,-0.392,-0.4,-19.8,-20,,1.22E+01,-0.392
1.22E+01,-0.392,-0.388,-19.8,-19.6,,1.22E+01,-0.392
1.22E+01,-0.392,-0.4,-19.8,-20,,1.22E+01,-0.392
1.23E+01,-0.396,-0.388,-19.8,-19.6,,1.23E+01,-0.396
1.23E+01,-0.396,-0.4,-19.8,-20,,1.23E+01,-0.396
1.23E+01,-0.396,-0.388,-19.8,-19.6,,1.23E+01,-0.396
1.23E+01,-0.396,-0.404,-19.8,-20,,1.23E+01,-0.396
1.23E+01,-0.396,-0.388,-19.8,-19.6,,1.23E+01,-0.396
1.23E+01,-0.396,-0.404,-19.8,-20,,1.23E+01,-0.396
1.23E+01,-0.396,-0.388,-19.8,-19.6,,1.23E+01,-0.396
1.23E+01,-0.396,-0.404,-19.8,-20,,1.23E+01,-0.396
1.23E+01,-0.396,-0.384,-19.8,-19.6,,1.23E+01,-0.396
1.23E+01,-0.396,-0.408,-19.8,-20,,1.23E+01,-0.396
1.23E+01,-0.396,-0.388,-19.8,-19.6,,1.23E+01,-0.396
1.23E+01,-0.396,-0.404,-19.8,-20,,1.23E+01,-0.396
1.23E+01,-0.396,-0.388,-19.8,-19.6,,1.23E+01,-0.396
1.24E+01,-0.396,-0.404,-19.8,-20,,1.24E+01,-0.396
1.24E+01,-0.396,-0.388,-19.8,-19.6,,1.24E+01,-0.396
1.24E+01,-0.396,-0.404,-19.8,-20,,1.24E+01,-0.396
1.24E+01,-0.396,-0.392,-19.8,-19.6,,1.24E+01,-0.396
1.24E+01,-0.396,-0.404,-19.8,-20,,1.24E+01,-0.396
1.24E+01,-0.396,-0.392,-19.8,-19.6,,1.24E+01,-0.396
1.24E+01,-0.396,-0.404,-19.8,-20,,1.24E+01,-0.396
1.24E+01,-0.396,-0.392,-19.8,-19.6,,1.24E+01,-0.396
1.24E+01,-0.396,-0.404,-19.8,-20,,1.24E+01,-0.396
1.24E+01,-0.396,-0.392,-19.8,-19.6,,1.24E+01,-0.396
1.24E+01,-0.396,-0.404,-19.8,-20,,1.24E+01,-0.396
1.24E+01,-0.396,-0.392,-19.8,-19.6,,1.24E+01,-0.396
1.24E+01,-0.396,-0.404,-19.8,-20,,1.24E+01,-0.396
1.25E+01,-0.396,-0.388,-19.8,-19.6,,1.25E+01,-0.396
1.25E+01,-0.396,-0.404,-19.8,-20,,1.25E+01,-0.396
1.25E+01,-0.396,-0.384,-20,-19.8,,1.25E+01,-0.396
1.25E+01,-0.396,-0.408,-20,-20,,1.25E+01,-0.396
1.25E+01,-0.4,-0.388,-20,-19.8,,1.25E+01,-0.4
1.25E+01,-0.4,-0.408,-20,-20.2,,1.25E+01,-0.4
1.25E+01,-0.4,-0.388,-20,-19.8,,1.25E+01,-0.4
1.25E+01,-0.4,-0.408,-20,-20.2,,1.25E+01,-0.4
1.25E+01,-0.4,-0.388,-20,-19.8,,1.25E+01,-0.4
1.25E+01,-0.4,-0.408,-20,-20.2,,1.25E+01,-0.4
1.25E+01,-0.4,-0.392,-20,-19.8,,1.25E+01,-0.4
1.25E+01,-0.4,-0.408,-20,-20.2,,1.25E+01,-0.4
1.25E+01,-0.4,-0.392,-20,-19.8,,1.25E+01,-0.4
1.26E+01,-0.4,-0.408,-20,-20.2,,1.26E+01,-0.4
1.26E+01,-0.4,-0.392,-20,-19.8,,1.26E+01,-0.4
1.26E+01,-0.4,-0.408,-20,-20.2,,1.26E+01,-0.4
1.26E+01,-0.4,-0.392,-20,-19.8,,1.26E+01,-0.4
1.26E+01,-0.4,-0.408,-20,-20.2,,1.26E+01,-0.4
1.26E+01,-0.4,-0.392,-20,-19.8,,1.26E+01,-0.4
1.26E+01,-0.4,-0.408,-20,-20.2,,1.26E+01,-0.4
1.26E+01,-0.4,-0.392,-20,-19.8,,1.26E+01,-0.4
1.26E+01,-0.4,-0.408,-20,-20.2,,1.26E+01,-0.4
1.26E+01,-0.4,-0.388,-20,-19.8,,1.26E+01,-0.4
1.26E+01,-0.4,-0.412,-20,-20.2,,1.26E+01,-0.4
1.26E+01,-0.4,-0.388,-20,-19.8,,1.26E+01,-0.4
1.26E+01,-0.4,-0.408,-20,-20.2,,1.26E+01,-0.4
1.27E+01,-0.4,-0.392,-20,-19.8,,1.27E+01,-0.4
1.27E+01,-0.4,-0.408,-20,-20.2,,1.27E+01,-0.4
1.27E+01,-0.4,-0.388,-20,-19.8,,1.27E+01,-0.4
1.27E+01,-0.4,-0.408,-20,-20.2,,1.27E+01,-0.4
1.27E+01,-0.4,-0.392,-20,-19.8,,1.27E+01,-0.4
1.27E+01,-0.4,-0.408,-20,-20.2,,1.27E+01,-0.4
1.27E+01,-0.4,-0.392,-20,-19.8,,1.27E+01,-0.4
1.27E+01,-0.4,-0.408,-20,-20.2,,1.27E+01,-0.4
1.27E+01,-0.4,-0.392,-20,-19.8,,1.27E+01,-0.4
1.27E+01,-0.4,-0.408,-20,-20.2,,1.27E+01,-0.4
1.27E+01,-0.4,-0.392,-20,-19.8,,1.27E+01,-0.4
1.27E+01,-0.4,-0.408,-20,-20.2,,1.27E+01,-0.4
1.27E+01,-0.4,-0.392,-20,-19.8,,1.27E+01,-0.4
1.28E+01,-0.4,-0.408,-20,-20.2,,1.28E+01,-0.4
1.28E+01,-0.4,-0.392,-20,-19.8,,1.28E+01,-0.4
1.28E+01,-0.4,-0.408,-20,-20.2,,1.28E+01,-0.4
1.28E+01,-0.4,-0.392,-20,-19.8,,1.28E+01,-0.4
1.28E+01,-0.4,-0.408,-20,-20.2,,1.28E+01,-0.4
1.28E+01,-0.4,-0.384,-20,-19.8,,1.28E+01,-0.4
1.28E+01,-0.4,-0.412,-20,-20.2,,1.28E+01,-0.4
1.28E+01,-0.4,-0.392,-20,-19.8,,1.28E+01,-0.4
1.28E+01,-0.4,-0.408,-20,-20.2,,1.28E+01,-0.4
1.28E+01,-0.4,-0.392,-20,-19.8,,1.28E+01,-0.4
1.28E+01,-0.4,-0.408,-20,-20.2,,1.28E+01,-0.4
1.28E+01,-0.4,-0.392,-20,-19.8,,1.28E+01,-0.4
1.28E+01,-0.4,-0.408,-20,-20.2,,1.28E+01,-0.4
1.28E+01,-0.4,-0.392,-20,-19.8,,1.28E+01,-0.4
1.29E+01,-0.4,-0.408,-20,-20.2,,1.29E+01,-0.4
1.29E+01,-0.4,-0.392,-20,-20,,1.29E+01,-0.4
1.29E+01,-0.4,-0.408,-20,-20.2,,1.29E+01,-0.4
1.29E+01,-0.4,-0.392,-20,-20,,1.29E+01,-0.4
1.29E+01,-0.4,-0.408,-20,-20.2,,1.29E+01,-0.4
1.29E+01,-0.4,-0.392,-20,-19.8,,1.29E+01,-0.4
1.29E+01,-0.4,-0.408,-20.2,-20.2,,1.29E+01,-0.4
1.29E+01,-0.4,-0.392,-20.2,-20,,1.29E+01,-0.4
1.29E+01,-0.4,-0.408,-20.2,-20.2,,1.29E+01,-0.4
1.29E+01,-0.4,-0.392,-20.2,-20,,1.29E+01,-0.4
1.29E+01,-0.4,-0.408,-20.2,-20.2,,1.29E+01,-0.4
1.29E+01,-0.4,-0.388,-20.2,-20,,1.29E+01,-0.4
1.29E+01,-0.4,-0.412,-20.2,-20.2,,1.29E+01,-0.4
1.30E+01,-0.4,-0.388,-20.2,-20,,1.30E+01,-0.4
1.30E+01,-0.4,-0.408,-20.2,-20.2,,1.30E+01,-0.4
1.30E+01,-0.4,-0.392,-20.2,-20,,1.30E+01,-0.4
1.30E+01,-0.4,-0.408,-20.2,-20.4,,1.30E+01,-0.4
1.30E+01,-0.4,-0.392,-20.2,-20,,1.30E+01,-0.4
1.30E+01,-0.4,-0.408,-20.2,-20.4,,1.30E+01,-0.4
1.30E+01,-0.4,-0.392,-20.2,-20,,1.30E+01,-0.4
1.30E+01,-0.4,-0.408,-20.2,-20.4,,1.30E+01,-0.4
1.30E+01,-0.4,-0.392,-20.2,-20,,1.30E+01,-0.4
1.30E+01,-0.4,-0.408,-20.2,-20.4,,1.30E+01,-0.4
1.30E+01,-0.4,-0.392,-20.2,-20,,1.30E+01,-0.4
1.30E+01,-0.4,-0.408,-20.2,-20.4,,1.30E+01,-0.4
1.30E+01,-0.4,-0.392,-20.2,-20,,1.30E+01,-0.4
1.31E+01,-0.4,-0.408,-20.2,-20.4,,1.31E+01,-0.4
1.31E+01,-0.4,-0.392,-20.2,-20,,1.31E+01,-0.4
1.31E+01,-0.4,-0.408,-20.2,-20.4,,1.31E+01,-0.4
1.31E+01,-0.4,-0.392,-20.2,-20,,1.31E+01,-0.4
1.31E+01,-0.4,-0.412,-20.2,-20.4,,1.31E+01,-0.4
1.31E+01,-0.4,-0.388,-20.2,-20,,1.31E+01,-0.4
1.31E+01,-0.4,-0.408,-20.2,-20.4,,1.31E+01,-0.4
1.31E+01,-0.4,-0.392,-20.2,-20,,1.31E+01,-0.4
1.31E+01,-0.4,-0.412,-20.2,-20.4,,1.31E+01,-0.4
1.31E+01,-0.4,-0.392,-20.2,-20,,1.31E+01,-0.4
1.31E+01,-0.4,-0.408,-20.2,-20.4,,1.31E+01,-0.4
1.31E+01,-0.4,-0.392,-20.2,-20,,1.31E+01,-0.4
1.31E+01,-0.4,-0.412,-20.2,-20.4,,1.31E+01,-0.4
1.32E+01,-0.4,-0.396,-20.2,-20,,1.32E+01,-0.4
1.32E+01,-0.4,-0.412,-20.2,-20.4,,1.32E+01,-0.4
1.32E+01,-0.4,-0.396,-20.2,-20,,1.32E+01,-0.4
1.32E+01,-0.4,-0.412,-20.2,-20.4,,1.32E+01,-0.4
1.32E+01,-0.404,-0.396,-20.2,-20,,1.32E+01,-0.404
1.32E+01,-0.404,-0.412,-20.2,-20.4,,1.32E+01,-0.404
1.32E+01,-0.404,-0.396,-20.2,-20,,1.32E+01,-0.404
1.32E+01,-0.404,-0.408,-20.2,-20.4,,1.32E+01,-0.404
1.32E+01,-0.404,-0.396,-20.2,-20,,1.32E+01,-0.404
1.32E+01,-0.404,-0.412,-20.2,-20.4,,1.32E+01,-0.404
1.32E+01,-0.404,-0.396,-20.2,-20,,1.32E+01,-0.404
1.32E+01,-0.404,-0.408,-20.2,-20.4,,1.32E+01,-0.404
1.32E+01,-0.404,-0.396,-20.2,-20,,1.32E+01,-0.404
1.33E+01,-0.404,-0.412,-20.2,-20.4,,1.33E+01,-0.404
1.33E+01,-0.404,-0.392,-20.2,-20,,1.33E+01,-0.404
1.33E+01,-0.404,-0.412,-20.2,-20.4,,1.33E+01,-0.404
1.33E+01,-0.404,-0.396,-20.2,-20.2,,1.33E+01,-0.404
1.33E+01,-0.404,-0.412,-20.2,-20.4,,1.33E+01,-0.404
1.33E+01,-0.404,-0.392,-20.2,-20.2,,1.33E+01,-0.404
1.33E+01,-0.404,-0.412,-20.4,-20.6,,1.33E+01,-0.404
1.33E+01,-0.404,-0.392,-20.4,-20.2,,1.33E+01,-0.404
1.33E+01,-0.404,-0.412,-20.4,-20.6,,1.33E+01,-0.404
1.33E+01,-0.404,-0.396,-20.4,-20.2,,1.33E+01,-0.404
1.33E+01,-0.404,-0.412,-20.4,-20.6,,1.33E+01,-0.404
1.33E+01,-0.404,-0.396,-20.4,-20.2,,1.33E+01,-0.404
1.33E+01,-0.404,-0.412,-20.4,-20.6,,1.33E+01,-0.404
1.34E+01,-0.404,-0.396,-20.4,-20.2,,1.34E+01,-0.404
1.34E+01,-0.404,-0.412,-20.4,-20.6,,1.34E+01,-0.404
1.34E+01,-0.404,-0.396,-20.4,-20.2,,1.34E+01,-0.404
1.34E+01,-0.404,-0.412,-20.4,-20.6,,1.34E+01,-0.404
1.34E+01,-0.404,-0.396,-20.4,-20.2,,1.34E+01,-0.404
1.34E+01,-0.404,-0.412,-20.4,-20.6,,1.34E+01,-0.404
1.34E+01,-0.404,-0.396,-20.4,-20.2,,1.34E+01,-0.404
1.34E+01,-0.404,-0.412,-20.4,-20.6,,1.34E+01,-0.404
1.34E+01,-0.404,-0.392,-20.4,-20.2,,1.34E+01,-0.404
1.34E+01,-0.404,-0.416,-20.4,-20.6,,1.34E+01,-0.404
1.34E+01,-0.404,-0.396,-20.4,-20.2,,1.34E+01,-0.404
1.34E+01,-0.404,-0.42,-20.4,-20.6,,1.34E+01,-0.404
1.34E+01,-0.404,-0.396,-20.4,-20.2,,1.34E+01,-0.404
1.35E+01,-0.404,-0.412,-20.4,-20.6,,1.35E+01,-0.404
1.35E+01,-0.404,-0.392,-20.4,-20.2,,1.35E+01,-0.404
1.35E+01,-0.404,-0.416,-20.4,-20.6,,1.35E+01,-0.404
1.35E+01,-0.404,-0.396,-20.4,-20.2,,1.35E+01,-0.404
1.35E+01,-0.404,-0.412,-20.4,-20.6,,1.35E+01,-0.404
